name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Art Collector's Pied-a'-terre,South Shore,Entire home/apt,2.0,2.0,2,32,70.0,365,245,97.0,41.77293,-87.56951,1
Amazing Private House Right at the Center of CHI,Near North Side,Private room,1.0,1.0,2,1,100.0,0,71,93.0,41.90443,-87.63996,0
Relaxed Bucktown/Wicker Park 1B Apt,Logan Square,Entire home/apt,1.0,1.0,3,2,56.0,112,303,97.0,41.91548,-87.67451,1
Lincoln Square Modern 2 Bed 2 Bath,Lincoln Square,Entire home/apt,2.0,2.0,4,3,150.0,325,95,99.0,41.96315,-87.6804,0
"Splendid Flat,Pets OK -Special rates MARCH & APRIL",Logan Square,Entire home/apt,2.0,1.0,4,3,127.0,158,77,93.0,41.91603,-87.67119,1
Logan Square Apartment,Logan Square,Entire home/apt,2.0,1.0,8,1,100.0,219,397,99.0,41.93156,-87.71161,1
King Bed in Private room in 3 BR,Near West Side,Private room,1.0,1.0,2,1,97.0,110,24,90.0,41.86823,-87.68483,1
"Beautiful, large, light-filled 1Bd",Rogers Park,Entire home/apt,1.0,1.0,2,3,130.0,365,44,98.0,42.00529,-87.67761,0
"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",Lower West Side,Entire home/apt,2.0,1.0,12,1,49.0,357,446,82.0,41.85683,-87.65249,0
LOFT606:  Gigantic Sunlit Former Factory Home,Logan Square,Entire home/apt,6.0,2.5,16,2,1157.0,361,51,97.0,41.91704,-87.69375,0
Artist's Home Studio Next to Train,Albany Park,Entire home/apt,2.0,1.0,5,3,106.0,179,13,91.0,41.96697,-87.70906,0
The Roscoe House near Wrigley Field,Lake View,Entire home/apt,3.0,3.0,8,3,217.0,333,146,99.0,41.94313,-87.65613,1
The Roscoe House: Onyx Room,Lake View,Private room,1.0,1.0,2,2,70.0,333,50,99.0,41.94465,-87.65477,1
The Roscoe House: Master Bedroom,Lake View,Private room,1.0,1.0,2,2,69.0,333,23,97.0,41.94276,-87.65498000000002,1
The Roscoe House: Green Room,Lake View,Private room,1.0,1.0,2,2,70.0,0,81,99.0,41.94279,-87.65548000000003,1
"""The Annex II"" Huge 1,600 Sq foot Apartment",Near West Side,Entire home/apt,2.0,1.0,5,2,299.0,364,38,97.0,41.8867,-87.64338000000002,0
East Garfield Park 2 Bedroom,East Garfield Park,Entire home/apt,2.0,2.0,4,2,81.0,258,89,98.0,41.88373,-87.70718000000002,1
Welcome to your 2BD Penthouse,Lake View,Entire home/apt,2.0,2.0,5,2,209.0,324,149,96.0,41.93755,-87.66932,0
Park Side Apt. Walk to Orange Line!,Mckinley Park,Entire home/apt,2.0,1.0,3,2,70.0,301,95,95.0,41.82583,-87.67534,1
Beautiful West Lakeview location,Lake View,Private room,1.0,1.0,1,2,75.0,365,143,97.0,41.9402,-87.65133,0
Vintage Lincoln Park Apt - Perfect for Long-Term,Lincoln Park,Entire home/apt,2.0,1.0,2,4,62.0,0,18,83.0,41.92709,-87.66337,0
Private room w/bath in urban canopy,Hyde Park,Private room,1.0,1.0,2,1,50.0,359,307,99.0,41.7998,-87.59380999999998,1
Stylish Lincoln Park 2BR w/patio,Lincoln Park,Entire home/apt,2.0,1.0,5,1,89.0,0,359,98.0,41.92716,-87.65788,0
Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,West Town,Private room,1.0,1.0,2,2,55.0,0,175,97.0,41.90182,-87.68401999999998,1
1 Bedroom Victorian Beauty at Logan Square!,Logan Square,Entire home/apt,1.0,1.0,2,31,75.0,272,143,95.0,41.92925,-87.71824000000002,1
DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA,Loop,Entire home/apt,1.0,1.0,3,31,150.0,365,12,96.0,41.88626,-87.61621,1
Two Bedroom Apartment in Downtown Chicago,Near North Side,Entire home/apt,2.0,1.0,4,31,150.0,205,86,97.0,41.89805,-87.62977,0
Ideal Location in Logan Square 1BR,Logan Square,Entire home/apt,1.0,1.0,2,2,140.0,179,224,94.0,41.92245,-87.70345,0
"Modern, Super-CLEAN, Garden Level  Bedroom 3",Edgewater,Private room,1.0,1.0,1,8,39.0,261,36,96.0,41.99041,-87.66022,1
Gorgeous Private Bed/Bath Steps From the Lake,Rogers Park,Private room,1.0,1.0,2,2,103.0,78,117,99.0,42.00565,-87.6633,1
Chicago Suite 1BR/1BA (3709-G2),Albany Park,Entire home/apt,1.0,1.0,2,7,69.0,171,29,94.0,41.96187000000001,-87.71996999999998,1
River North Stunner,Near North Side,Entire home/apt,1.0,1.0,2,2,263.0,179,34,97.0,41.89768,-87.6437,0
Beautiful condo close to the beach,Rogers Park,Private room,1.0,1.0,2,3,50.0,327,53,96.0,42.02139,-87.67363,1
"20 Mins to Downtown Chgo, 8 Mins to McCormick",Grand Boulevard,Private room,1.0,1.0,1,2,85.0,364,11,91.0,41.81793,-87.61796,0
03a. Queen sized in coed room,West Ridge,Shared room,1.0,2.0,2,1,16.0,156,124,95.0,42.0168,-87.68771,0
Lakefront nature lovers abode,Uptown,Private room,1.0,1.0,2,30,50.0,328,18,92.0,41.97312,-87.65236999999998,0
"""Home Away from Home"" - Free Street Parking!",Humboldt Park,Entire home/apt,2.0,1.0,6,2,90.0,146,300,97.0,41.89806,-87.7034,1
"Bright, Clean, Cozy, Comfy Bed! 7Min Walk To Metro",Logan Square,Private room,1.0,1.0,2,2,54.0,0,170,99.0,41.91999000000001,-87.69001999999998,0
Best location in Chicago! Superhost,West Town,Entire home/apt,1.0,1.0,3,1,218.0,364,100,100.0,41.89983,-87.67349,0
The Blue Room,West Lawn,Private room,1.0,1.0,2,1,34.0,202,420,96.0,41.78384000000001,-87.72759,1
Whit's Place in Bucktown,West Town,Entire home/apt,2.0,2.0,4,3,130.0,32,270,96.0,41.91163,-87.66938,0
"Lakefront, Downtown, World Champion Cubs Baseball",Lake View,Private room,1.0,1.0,1,1,63.0,140,37,99.0,41.95037,-87.6457,1
Chic and modern - Best location in Chicago,Near North Side,Entire home/apt,1.0,1.0,2,30,90.0,302,25,91.0,41.89422,-87.62595999999998,1
"South loop 1 bedroom apt, parking & fast WiFi",Lower West Side,Entire home/apt,1.0,1.0,5,1,37.0,0,397,83.0,41.85531,-87.65411,0
Welcoming All: Tudor Home  Warm Community 1E,Dunning,Private room,1.0,1.0,2,2,85.0,229,22,96.0,41.94148,-87.79432,1
Spacious Luxury Townhouse - Old Town,Lincoln Park,Entire home/apt,3.0,2.5,6,3,218.0,240,155,96.0,41.91422,-87.63981,0
SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,Near West Side,Entire home/apt,2.0,1.0,8,3,120.0,195,69,95.0,41.88371,-87.68629,0
"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",Logan Square,Entire home/apt,1.0,1.0,4,4,150.0,19,109,99.0,41.9197,-87.67985999999998,1
Private 3rd Floor Apartment,Uptown,Entire home/apt,2.0,1.0,4,2,125.0,302,233,98.0,41.95717,-87.64828,1
Private room in house on Professor's Row at U of C,Hyde Park,Private room,1.0,1.5,2,1,59.0,0,47,99.0,41.7898,-87.58961,1
Private 1br 1ba - Boystown/Wrigleyville,Lake View,Private room,1.0,1.0,2,1,79.0,0,21,94.0,41.93869,-87.64426,0
Private Space in Center of Boystown,Lake View,Entire home/apt,2.0,2.0,4,3,132.0,0,32,97.0,41.94061,-87.64544000000002,0
Casa Corazón (N) near Rush / UIC,Lower West Side,Private room,1.0,1.5,1,2,70.0,365,86,95.0,41.84828,-87.68021,1
Cute & Cozy Wicker Park Coach House apartment!!☕,West Town,Entire home/apt,1.0,1.0,3,14,63.0,234,313,98.0,41.90427,-87.66726,1
Private Living Room w/ King Bed & AC!,Lincoln Square,Private room,1.0,1.0,2,2,65.0,0,16,87.0,41.96252,-87.67494,0
"Beach, Loyola, Sunshine + Cuddly Pups!",Edgewater,Private room,1.0,1.0,2,2,38.0,109,202,99.0,41.99673,-87.6626,1
Hip Wicker Park Apartment for Long Term Stays!,West Town,Entire home/apt,2.0,1.0,4,10,65.0,202,259,98.0,41.90531,-87.66735,1
Stunning Chicago Loft Near Wrigley Field,Lake View,Entire home/apt,1.0,1.0,2,2,137.0,0,349,95.0,41.94966,-87.64745,0
Near Lake Michigan & Wrigley Field,Uptown,Private room,1.0,1.0,2,1,81.0,362,73,99.0,41.96705,-87.65772,0
Spectacular Lincoln Park Garden Apt,Lincoln Park,Entire home/apt,1.0,1.0,2,2,125.0,49,281,99.0,41.91794,-87.64326,1
2 bdrm apt ideally located in Lakeview area,Lake View,Entire home/apt,2.0,1.0,4,2,214.0,89,49,85.0,41.93473,-87.65801,0
Incredible Lake Views! Steps from Navy Pier & MP,Near North Side,Entire home/apt,2.0,2.0,8,3,344.0,183,128,94.0,41.89581,-87.61683000000002,1
"Private Room, Mid City, Vintage, Comfortable",Irving Park,Private room,3.0,1.0,2,2,86.0,178,84,99.0,41.95037,-87.71123,1
Lovely First Floor Flat with Piano,West Town,Entire home/apt,2.0,3.0,4,3,399.0,179,31,98.0,41.89783,-87.68693,0
Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,Lake View,Private room,1.0,1.0,2,1,70.0,360,298,99.0,41.94278,-87.64898000000002,1
Historic house in hip Logan Square,Logan Square,Entire home/apt,2.0,2.0,4,2,215.0,365,32,99.0,41.92721,-87.69733000000002,0
The Stained Glass Apt. Edgewater #2,Edgewater,Private room,1.0,1.0,1,2,60.0,365,59,99.0,41.99638,-87.66284,1
Art Deco beauty minutes from the Lake and DT,Near North Side,Entire home/apt,1.0,1.0,2,2,89.0,215,143,96.0,41.90516,-87.6291,1
2BD in Lincoln Square Neighborhood,Lincoln Square,Entire home/apt,2.0,1.0,5,3,150.0,141,78,95.0,41.96841,-87.6851,0
Sunny Logan Square Nook,Logan Square,Entire home/apt,2.0,1.0,5,1,61.0,0,18,99.0,41.9197,-87.70636,0
Charming Coach House in UK Village,West Town,Entire home/apt,2.0,1.0,4,2,90.0,87,95,95.0,41.89039,-87.68486,0
Garden Apartment Bronzeville,Grand Boulevard,Private room,1.0,1.5,1,27,115.0,50,11,96.0,41.81933,-87.61495,0
Spacious Retro Basement,Forest Glen,Entire home/apt,1.0,1.0,2,1,45.0,264,40,96.0,41.99574000000001,-87.76231999999997,0
01a. Full bed in Coed Space - 3 mi from NWU,West Ridge,Shared room,1.0,2.0,2,1,16.0,171,96,95.0,42.01653,-87.68788,0
Sun-drenched Gold Coast Flat,Near North Side,Entire home/apt,2.0,1.0,7,2,225.0,358,89,92.0,41.90672,-87.62905,0
Private bed/bath in beautiful home,Lake View,Private room,1.0,1.0,2,3,75.0,364,30,100.0,41.95581,-87.66922,1
Upstairs Sunny Room in Historic Pilsen Home,Lower West Side,Private room,1.0,1.0,2,7,50.0,179,12,98.0,41.84911,-87.67924000000002,1
"Cozy, Bright Basement Guest Suite",Irving Park,Private room,1.0,1.0,1,30,36.0,336,14,96.0,41.96063,-87.70653,1
"Comfy 3BD/1BA, garage spot included",North Center,Entire home/apt,3.0,1.0,6,2,199.0,321,56,99.0,41.95945,-87.67749,0
2 Bedrooms are perfect for groups up to 3 guests,Irving Park,Private room,2.0,1.0,3,1,67.0,365,116,92.0,41.95378,-87.73876,0
UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),Uptown,Private room,2.0,2.5,4,1,75.0,179,73,99.0,41.96654,-87.65701999999997,1
7 Beds 2 floor Apt : NO Parties,West Town,Entire home/apt,2.0,2.0,8,2,116.0,345,256,93.0,41.91215,-87.66830999999998,0
Old Town Entire Condo! Be in the middle of it all,Near North Side,Entire home/apt,1.0,1.0,4,2,121.0,0,78,95.0,41.90888,-87.64126999999998,0
"#42- loyola U, Northwest U. Beach",Rogers Park,Entire home/apt,1.0,1.0,5,2,80.0,180,68,88.0,42.01117,-87.66466,0
"#53-Private double-English, Spanish, Polish,German",Dunning,Private room,1.0,1.0,2,3,39.0,180,38,91.0,41.9426,-87.79946,0
Spacious two bedroom with patio!,West Town,Entire home/apt,2.0,1.0,4,7,90.0,73,155,96.0,41.90383,-87.69455,1
Gorgeous 2 Bedroom Condo Near Lake,Uptown,Entire home/apt,2.0,1.0,4,2,312.0,0,45,94.0,41.95773,-87.64759000000002,0
Bucktown - Private Room,Logan Square,Private room,1.0,1.0,2,1,75.0,89,170,92.0,41.92118,-87.68678,0
"Modern, Spacious Lakeview Loft",Lake View,Entire home/apt,1.0,1.5,3,2,200.0,0,19,99.0,41.94092,-87.66843,0
Home in Vibrant Logan Square,Logan Square,Private room,1.0,1.0,3,2,51.0,364,63,95.0,41.92192,-87.7002,1
A Cozy Room for Two in Vibrant Logan Square,Logan Square,Private room,1.0,1.0,3,2,51.0,364,49,96.0,41.9212,-87.69993000000002,1
My Artsy flat,South Deering,Entire home/apt,3.0,1.0,6,3,150.0,87,40,92.0,41.72077,-87.57856,0
Getaway in East Lakeview/Boystown!,Lake View,Entire home/apt,1.0,1.0,3,3,105.0,0,65,100.0,41.942,-87.64778000000003,0
Large room in Art Gallery ((:,West Town,Private room,1.0,1.5,2,1,85.0,365,35,96.0,41.90978,-87.67719,0
2BD Suite @ The Guesthouse Hotel,Uptown,Hotel room,2.0,2.0,6,2,190.0,363,58,98.0,41.97106,-87.66776999999998,1
Coach house Wicker Park- Bucktown,West Town,Entire home/apt,1.0,1.0,2,2,125.0,0,86,94.0,41.90738,-87.67713,0
3BD Suite with Fireplace @ The Guesthouse Hotel,Uptown,Entire home/apt,3.0,2.0,7,2,322.0,357,23,98.0,41.97095,-87.66798,1
1BD Suite @ The Guesthouse Hotel,Uptown,Private room,1.0,1.0,2,3,170.0,90,29,99.0,41.97106,-87.66776999999998,1
Private bedroom in Lincoln Park,Lincoln Park,Private room,1.0,1.0,2,2,105.0,363,252,98.0,41.91221,-87.64956,1
"Simple room, close to trains!",West Town,Private room,1.0,1.0,2,2,25.0,346,183,94.0,41.90793,-87.6884,1
Top-Floor Vintage Rogers Park by EL,Rogers Park,Private room,1.0,1.0,2,3,48.0,83,47,94.0,42.01447,-87.66606,1
"3BD, 2BA Hotel Suite -Fireplace",Uptown,Entire home/apt,3.0,2.0,7,2,328.0,58,36,99.0,41.97085,-87.66695,1
Unwind in Style Steps from the Magnificent Mile,Near North Side,Entire home/apt,2.0,1.0,4,2,250.0,179,240,99.0,41.89316,-87.62442,1
Entire Floor of a Modern Duplex,West Town,Private room,1.0,2.0,4,2,69.0,77,179,99.0,41.89998,-87.69244,1
Room with large private balcony,West Town,Private room,1.0,1.0,2,2,43.0,216,100,99.0,41.90368,-87.67943000000002,1
Private room+bath in Wicker Park,West Town,Private room,1.0,1.0,2,2,45.0,162,176,98.0,41.90436,-87.67953,1
iKlektik House // Night Owl,West Town,Entire home/apt,1.0,1.0,4,28,65.0,0,127,98.0,41.89405,-87.68498000000002,1
iKlektik House // Robin,West Town,Entire home/apt,1.0,1.0,4,3,103.0,133,321,97.0,41.89329,-87.68574,1
Lights! Camera! Action! Cool Space!,West Town,Entire home/apt,1.0,2.0,2,14,214.0,359,71,98.0,41.88945,-87.68241,1
Modern/Spacious 2BR/2BA West Town,West Town,Entire home/apt,2.0,2.0,4,3,150.0,326,143,97.0,41.90044,-87.69325,1
The Flower Power Room,Lower West Side,Private room,1.0,1.0,2,2,25.0,0,155,92.0,41.85707,-87.67081999999998,1
Fresh and Sunny Bed & Bath by UofC,Hyde Park,Private room,1.0,1.0,1,4,62.0,93,175,97.0,41.79718,-87.59735,1
Casita De Luz,Near West Side,Entire home/apt,2.0,1.0,3,30,104.0,320,33,95.0,41.86754000000001,-87.65888000000002,0
Big comfortable room in Art Gallery,West Town,Private room,1.0,1.0,2,1,65.0,108,48,92.0,41.90978,-87.67690999999998,0
Inspiring room in Art Gallery,West Town,Private room,1.0,1.0,2,1,89.0,339,43,96.0,41.9106,-87.67591,0
Luxury  2 Bedroom  2 Bath Private,Rogers Park,Entire home/apt,2.0,2.0,6,2,104.0,0,129,99.0,42.00239000000001,-87.66691999999998,1
"3 BR condo with great views, free WIFI and parking",West Town,Entire home/apt,3.0,2.5,8,3,80.0,136,70,95.0,41.89523,-87.66601,1
Modern 1BR/2BA Logan Square Condo,Logan Square,Entire home/apt,1.0,2.0,2,2,145.0,354,119,99.0,41.92681,-87.70853000000002,1
"Lush Bed 💕 Safe Central Hyde Park, Walkable to UC",Hyde Park,Private room,1.0,1.0,1,31,39.0,343,165,98.0,41.7981,-87.58927,1
2BR Chicago Condo w/ Garage Parking,Logan Square,Entire home/apt,2.0,1.0,6,1,76.0,324,236,90.0,41.91949,-87.69315,0
1 or 2 bdrm Apar+ in Our South Shore Bungalow home,South Shore,Private room,1.0,1.0,10,3,40.0,355,100,89.0,41.7645,-87.57248,0
Private Room in Avondale!,Irving Park,Private room,1.0,1.0,1,2,32.0,358,45,98.0,41.94729,-87.70329,1
The Rectory,Lincoln Park,Entire home/apt,2.0,2.0,7,2,149.0,201,128,97.0,41.92182,-87.66214000000002,1
The Chapel: Great family spot,Lincoln Park,Entire home/apt,2.0,1.5,6,2,125.0,224,138,97.0,41.92052,-87.66186,1
Spacious 2BR conenviently located,West Town,Entire home/apt,2.0,1.0,6,3,103.0,82,67,96.0,41.89631,-87.69999,0
Orange Room for 1 or 2 guest @ SouthShore Bungalow,South Shore,Private room,1.0,1.0,2,5,22.0,265,55,92.0,41.76469,-87.57215,0
Yellow room+ for 1-4 guests @ South Shore bungalow,South Shore,Private room,1.0,1.0,4,3,20.0,340,31,96.0,41.76264000000001,-87.57231999999998,0
Purple palace in West Town!,West Town,Private room,1.0,1.5,2,4,80.0,268,55,99.0,41.89541,-87.67537,1
Historic Logan Square Home w/ 3 Ensuite Bathrooms!,Logan Square,Entire home/apt,3.0,3.5,6,2,259.0,0,38,99.0,41.92845,-87.71325,0
Wicker Park Urban Oasis,West Town,Private room,1.0,1.0,2,2,115.0,365,57,97.0,41.909,-87.67689,1
Vintage Uptown Loft with Queen Bed & Private Bath,Uptown,Private room,1.0,1.0,2,3,74.0,364,133,98.0,41.96834000000001,-87.65850999999998,1
Luxury bedroom on Michigan Ave with garage parking,Near South Side,Private room,1.0,1.0,2,2,90.0,179,26,98.0,41.85935,-87.62425,0
Lincoln Park Townhome (LP12) MONTHLY,Lincoln Park,Entire home/apt,2.0,2.0,4,7,185.0,254,10,98.0,41.92182,-87.64175,1
Huge 5BR 2BA Chicago Condo,Logan Square,Entire home/apt,5.0,2.0,12,1,131.0,310,207,88.0,41.9192,-87.69098000000002,0
Charming European Back Deck,West Ridge,Entire home/apt,3.0,1.5,8,1,124.0,365,59,95.0,41.98805,-87.6957,0
St. Ruby's Flats C - Easy Access to Loop (20 min),South Lawndale,Private room,1.0,1.0,1,15,59.0,365,18,98.0,41.8529,-87.69617,0
Saint Ruby's Flats A - 20 minutes to  Loop by El,South Lawndale,Private room,1.0,1.0,1,15,48.0,365,17,95.0,41.85284,-87.69830999999998,0
Saint Ruby's Flats B Easy Loop Access by El,South Lawndale,Private room,1.0,1.0,1,14,62.0,331,12,98.0,41.85418,-87.69619,0
Saint Ruby's Flats (3B),South Lawndale,Private room,1.0,1.0,1,28,55.0,0,11,98.0,41.85439,-87.6962,0
Winchester Private Studio Apartment,Lincoln Square,Entire home/apt,1.0,1.0,2,2,79.0,109,101,98.0,41.97142,-87.67635,1
"Long Stays, Highly Rated, Own Hvac",West Town,Entire home/apt,2.0,2.0,5,7,125.0,214,56,100.0,41.90138,-87.67335,1
Goose & Fox Hostel Lincoln Park,Lincoln Park,Private room,1.0,1.0,2,1,50.0,89,163,91.0,41.91727,-87.65334,0
"McCormick Place, Downtown Chicago, Museums, & more",Grand Boulevard,Private room,3.0,2.5,6,2,124.0,365,25,100.0,41.81214,-87.61231,1
Great Place Garfield Park 3 Bedroom,West Garfield Park,Entire home/apt,3.0,1.0,10,1,36.0,199,353,97.0,41.87478,-87.72131,1
Lights!Camera!Action!Cool! Take 2,West Town,Entire home/apt,1.0,1.5,2,14,214.0,0,32,97.0,41.88918,-87.68012,1
Private bedroom/bath/entry in Lakeview,Lake View,Private room,1.0,1.0,2,2,89.0,324,207,98.0,41.94084,-87.65781,0
Sunny Wicker Park 2-bed. Extended Stays Welcome!,West Town,Entire home/apt,2.0,1.0,4,14,67.0,184,210,98.0,41.90531,-87.66713,1
Sidh  Arya,Hermosa,Private room,1.0,1.0,1,60,30.0,364,53,95.0,41.93433,-87.73945,0
Private room in Art Gallery ((:,West Town,Private room,1.0,1.0,1,1,88.0,0,21,90.0,41.91011,-87.6771,0
Amazing 1BR / 1.5 Ba in Iconic Bldg,Near North Side,Entire home/apt,1.0,1.5,4,3,349.0,365,39,93.0,41.89169,-87.62105,0
"Spacious suite near CTA/orange line, McKinley Park",Mckinley Park,Entire home/apt,1.0,1.0,2,2,45.0,359,82,91.0,41.82962,-87.67529,0
Stylish 1BD Coach House in the city,Avondale,Entire home/apt,1.0,1.0,2,3,93.0,179,138,96.0,41.93583,-87.69360999999998,1
"Bright cheerful, friendly home!",Edgewater,Private room,1.0,1.0,2,1,75.0,365,195,97.0,41.99783,-87.66232,0
Beautiful grand home by Downtown,Douglas,Private room,1.0,1.0,2,2,86.0,351,261,97.0,41.83618,-87.62082,1
"#44 Loyola U, Northwest U. Beach",Rogers Park,Entire home/apt,1.0,1.0,4,2,140.0,178,51,88.0,42.00975,-87.66467,0
05b. Queen futon in Common Room,West Ridge,Shared room,1.0,2.0,2,1,13.0,180,153,95.0,42.01653,-87.68788,0
2BD Suite @The Guesthouse Hotel (2),Uptown,Private room,2.0,2.0,5,3,399.0,0,18,98.0,41.97106,-87.66776999999998,1
Lakeview Charmer -with parking!,Lake View,Entire home/apt,2.0,1.0,5,2,122.0,256,221,97.0,41.93924000000001,-87.65502,1
"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",North Center,Private room,1.0,1.0,4,2,59.0,85,369,99.0,41.94851,-87.68290999999998,1
Perfect Family-friendly house,North Center,Entire home/apt,5.0,3.5,10,3,450.0,47,21,100.0,41.9573,-87.68006,0
Cozy 2 Bedroom Garden Apartment,Logan Square,Entire home/apt,2.0,1.0,4,2,119.0,264,47,100.0,41.92416,-87.69048000000002,1
Light-Filled Condo near Wicker Park with City Views,West Town,Entire home/apt,2.0,2.0,4,1,107.0,338,160,98.0,41.90156,-87.66375,1
Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,North Center,Entire home/apt,3.0,2.0,8,2,195.0,355,21,91.0,41.94078,-87.68115,1
★MUST LOCATION 2 BEDROOMS + 2 BATH FANTASTIC VIEW★,Loop,Entire home/apt,2.0,2.0,4,60,175.0,364,14,99.0,41.88626,-87.61632,1
Granville Guest Suite,Edgewater,Private room,1.0,1.0,4,1,90.0,0,59,97.0,41.99484,-87.66184,0
Private Room One block from blue line,Avondale,Private room,1.0,0.0,2,1,85.0,0,153,88.0,41.94208,-87.71685,0
Upscale Condo in the Heart of West Town,West Town,Entire home/apt,3.0,3.0,8,2,298.0,0,75,97.0,41.89364000000001,-87.66483000000002,1
"Cozy Humbolt Park Apt, Minutes to Downtown Chicago",Humboldt Park,Entire home/apt,2.0,1.0,6,3,67.0,347,205,94.0,41.90955,-87.70928,1
Lovely + Spacious Boulevard Room,Logan Square,Private room,1.0,1.0,2,2,129.0,363,18,100.0,41.91637,-87.7005,0
"Ideal for Families, Medical Interns , Small Groups",Dunning,Private room,2.0,1.0,3,2,125.0,207,17,94.0,41.9431,-87.79460999999998,1
Quiet space in busy Bucktown,Logan Square,Private room,1.0,1.0,1,4,25.0,240,54,93.0,41.92409,-87.68419,0
Solar Powered 4 Bed/3.5 Ba for Families,Albany Park,Entire home/apt,4.0,3.5,8,3,299.0,0,11,100.0,41.96318,-87.70387,0
Gold Coast Modern One bdrm Gorgeous view,Near North Side,Entire home/apt,1.0,1.0,4,28,80.0,275,17,96.0,41.90974,-87.63133,0
Cute cozy cottage 20 min 2 downtown,Hegewisch,Entire home/apt,2.0,1.0,3,2,99.0,160,33,95.0,41.65156,-87.54165,1
Spacious garden level suite,North Center,Private room,1.0,1.0,2,2,73.0,0,111,99.0,41.94782,-87.68428,1
Bright 1bd in Ukrainian / Humboldt,West Town,Entire home/apt,1.0,1.0,2,30,65.0,125,50,97.0,41.8984,-87.69673,1
Convenient Quiet Oasis near Downtown and Beach,Douglas,Private room,1.0,1.0,4,3,57.0,267,190,89.0,41.8324,-87.61058,0
"Irving Park comfort, Disinfected assured",Irving Park,Entire home/apt,2.0,1.0,4,3,85.0,116,33,95.0,41.95133,-87.70485,0
Close to Downtown and United Center,West Town,Private room,1.0,1.5,2,2,80.0,0,28,97.0,41.89259000000001,-87.66999,0
University Village Condo,Lower West Side,Entire home/apt,2.0,2.0,4,2,150.0,0,25,98.0,41.85987,-87.64794,0
1BR Garden Unit near DePaul - Cozy & Sanitized!,Lincoln Park,Entire home/apt,1.0,1.0,4,2,74.0,16,19,98.0,41.92322,-87.64934000000002,1
Trendy Living in Chicago's Coolest Airbnb Art Gallery Condo,West Town,Entire home/apt,3.0,2.0,8,1,122.0,350,237,99.0,41.89681,-87.65513,1
River North's Finest - Covid Safer - Monthly Only,Near North Side,Entire home/apt,2.0,2.0,6,31,132.0,179,190,96.0,41.89592,-87.63466,1
Cozy cottage in Chicago - dog friendly.,West Ridge,Entire home/apt,1.0,1.0,2,5,82.0,0,28,100.0,42.00663,-87.68544,0
Hyde Park/Kenwood Coach House,Kenwood,Private room,1.0,1.0,2,3,167.0,365,27,100.0,41.80852,-87.59589,0
Pilsen Arts Custom Home,Lower West Side,Private room,1.0,1.5,2,3,56.0,364,40,97.0,41.84968,-87.67627,0
